# fmin=0.10000000000000001 fmax=0.42000000000000004 nf=200
freq,top,bottom,left,right,front,back,total
0.10000000000000001,0,-0,-0,0,0,-0,0
0.10160804020100503,0,-0,-0,0,0,-0,0
0.10321608040201005,0,-0,-0,0,0,-0,0
0.10482412060301508,0,-0,-0,0,0,-0,0
0.10643216080402011,0,-0,-0,0,0,-0,0
0.10804020100502514,0,-0,-0,0,0,-0,0
0.10964824120603016,0,-0,-0,0,0,-0,0
0.11125628140703518,0,-0,-0,0,0,-0,0
0.11286432160804021,0,-0,-0,0,0,-0,0
0.11447236180904523,0,-0,-0,0,0,-0,0
0.11608040201005027,0,-0,-0,0,0,-0,0
0.11768844221105529,0,-0,-0,0,0,-0,0
0.11929648241206031,0,-0,-0,0,0,-0,0
0.12090452261306533,0,-0,-0,0,0,-0,0
0.12251256281407036,0,-0,-0,0,0,-0,0
0.12412060301507538,0,-0,-0,0,0,-0,0
0.1257286432160804,0,-0,-0,0,0,-0,0
0.12733668341708543,0,-0,-0,0,0,-0,0
0.12894472361809045,0,-0,-0,0,0,-0,0
0.13055276381909547,0,-0,-0,0,0,-0,0
0.1321608040201005,0,-0,-0,0,0,-0,0
0.13376884422110555,0,-0,-0,0,0,-0,0
0.13537688442211057,0,-0,-0,0,0,-0,0
0.13698492462311559,0,-0,-0,0,0,-0,0
0.13859296482412062,0,-0,-0,0,0,-0,0
0.14020100502512564,0,-0,-0,0,0,-0,0
0.14180904522613066,0,-0,-0,0,0,-0,0
0.14341708542713569,0,-0,-0,0,0,-0,0
0.14502512562814071,0,-0,-0,0,0,-0,0
0.14663316582914573,0,-0,-0,0,0,-0,0
0.14824120603015076,0,-0,-0,0,0,-0,0
0.14984924623115581,0,-0,-0,0,0,-0,0
0.15145728643216083,0,-0,-0,0,0,-0,0
0.15306532663316585,0,-0,-0,0,0,-0,0
0.15467336683417088,0,-0,-0,0,0,-0,0
0.1562814070351759,0,-0,-0,0,0,-0,0
0.15788944723618092,0,-0,-0,0,0,-0,0
0.15949748743718595,0,-0,-0,0,0,-0,0
0.16110552763819097,0,-0,-0,0,0,-0,0
0.16271356783919599,0,-0,-0,0,0,-0,0
0.16432160804020102,0,-0,-0,0,0,-0,0
0.16592964824120604,0,-0,-0,0,0,-0,0
0.16753768844221106,0,-0,-0,0,0,-0,0
0.16914572864321609,0,-0,-0,0,0,-0,0
0.17075376884422111,0,-0,-0,0,0,-0,0
0.17236180904522613,0,-0,-0,0,0,-0,0
0.17396984924623116,0,-0,-0,0,0,-0,0
0.17557788944723618,0,-0,-0,0,0,-0,0
0.17718592964824123,0,-0,-0,0,0,-0,0
0.17879396984924625,0,-0,-0,0,0,-0,0
0.18040201005025128,0,-0,-0,0,0,-0,0
0.1820100502512563,0,-0,-0,0,0,-0,0
0.18361809045226132,0,-0,-0,0,0,-0,0
0.18522613065326635,0,-0,-0,0,0,-0,0
0.18683417085427137,0,-0,-0,0,0,-0,0
0.18844221105527642,0,-0,-0,0,0,-0,0
0.19005025125628144,0,-0,-0,0,0,-0,0
0.19165829145728647,0,-0,-0,0,0,-0,0
0.19326633165829149,0,-0,-0,0,0,-0,0
0.19487437185929651,0,-0,-0,0,0,-0,0
0.19648241206030154,0,-0,-0,0,0,-0,0
0.19809045226130656,0,-0,-0,0,0,-0,0
0.19969849246231158,0,-0,-0,0,0,-0,0
0.20130653266331661,0,-0,-0,0,0,-0,0
0.20291457286432163,0,-0,-0,0,0,-0,0
0.20452261306532665,0,-0,-0,0,0,-0,0
0.20613065326633168,0,-0,-0,0,0,-0,0
0.2077386934673367,0,-0,-0,0,0,-0,0
0.20934673366834172,0,-0,-0,0,0,-0,0
0.21095477386934675,0,-0,-0,0,0,-0,0
0.21256281407035177,0,-0,-0,0,0,-0,0
0.21417085427135679,0,-0,-0,0,0,-0,0
0.21577889447236182,0,-0,-0,0,0,-0,0
0.21738693467336684,0,-0,-0,0,0,-0,0
0.21899497487437189,0,-0,-0,0,0,-0,0
0.22060301507537691,0,-0,-0,0,0,-0,0
0.22221105527638194,0,-0,-0,0,0,-0,0
0.22381909547738696,0,-0,-0,0,0,-0,0
0.22542713567839198,0,-0,-0,0,0,-0,0
0.22703517587939701,0,-0,-0,0,0,-0,0
0.22864321608040203,0,-0,-0,0,0,-0,0
0.23025125628140705,0,-0,-0,0,0,-0,0
0.23185929648241208,0,-0,-0,0,0,-0,0
0.2334673366834171,0,-0,-0,0,0,-0,0
0.23507537688442215,0,-0,-0,0,0,-0,0
0.23668341708542717,0,-0,-0,0,0,-0,0
0.2382914572864322,0,-0,-0,0,0,-0,0
0.23989949748743722,0,-0,-0,0,0,-0,0
0.24150753768844224,0,-0,-0,0,0,-0,0
0.24311557788944727,0,-0,-0,0,0,-0,0
0.24472361809045229,0,-0,-0,0,0,-0,0
0.24633165829145731,0,-0,-0,0,0,-0,0
0.24793969849246233,0,-0,-0,0,0,-0,0
0.24954773869346736,0,-0,-0,0,0,-0,0
0.25115577889447238,0,-0,-0,0,0,-0,0
0.2527638190954774,0,-0,-0,0,0,-0,0
0.25437185929648243,0,-0,-0,0,0,-0,0
0.25597989949748745,0,-0,-0,0,0,-0,0
0.25758793969849247,0,-0,-0,0,0,-0,0
0.2591959798994975,0,-0,-0,0,0,-0,0
0.26080402010050252,0,-0,-0,0,0,-0,0
0.26241206030150754,0,-0,-0,0,0,-0,0
0.26402010050251257,0,-0,-0,0,0,-0,0
0.26562814070351759,0,-0,-0,0,0,-0,0
0.26723618090452261,0,-0,-0,0,0,-0,0
0.26884422110552764,0,-0,-0,0,0,-0,0
0.27045226130653266,0,-0,-0,0,0,-0,0
0.27206030150753768,0,-0,-0,0,0,-0,0
0.27366834170854271,0,-0,-0,0,0,-0,0
0.27527638190954778,0,-0,-0,0,0,-0,0
0.27688442211055281,0,-0,-0,0,0,-0,0
0.27849246231155783,0,-0,-0,0,0,-0,0
0.28010050251256285,0,-0,-0,0,0,-0,0
0.28170854271356788,0,-0,-0,0,0,-0,0
0.2833165829145729,0,-0,-0,0,0,-0,0
0.28492462311557792,0,-0,-0,0,0,-0,0
0.28653266331658295,0,-0,-0,0,0,-0,0
0.28814070351758797,0,-0,-0,0,0,-0,0
0.28974874371859299,0,-0,-0,0,0,-0,0
0.29135678391959802,0,-0,-0,0,0,-0,0
0.29296482412060304,0,-0,-0,0,0,-0,0
0.29457286432160806,0,-0,-0,0,0,-0,0
0.29618090452261314,0,-0,-0,0,0,-0,0
0.29778894472361817,0,-0,-0,0,0,-0,0
0.29939698492462319,0,-0,-0,0,0,-0,0
0.30100502512562821,0,-0,-0,0,0,-0,0
0.30261306532663323,0,-0,-0,0,0,-0,0
0.30422110552763826,0,-0,-0,0,0,-0,0
0.30582914572864328,0,-0,-0,0,0,-0,0
0.3074371859296483,0,-0,-0,0,0,-0,0
0.30904522613065333,0,-0,-0,0,0,-0,0
0.31065326633165835,0,-0,-0,0,0,-0,0
0.31226130653266337,0,-0,-0,0,0,-0,0
0.3138693467336684,0,-0,-0,0,0,-0,0
0.31547738693467342,0,-0,-0,0,0,-0,0
0.31708542713567844,0,-0,-0,0,0,-0,0
0.31869346733668347,0,-0,-0,0,0,-0,0
0.32030150753768849,0,-0,-0,0,0,-0,0
0.32190954773869351,0,-0,-0,0,0,-0,0
0.32351758793969854,0,-0,-0,0,0,-0,0
0.32512562814070356,0,-0,-0,0,0,-0,0
0.32673366834170858,0,-0,-0,0,0,-0,0
0.32834170854271361,0,-0,-0,0,0,-0,0
0.32994974874371863,0,-0,-0,0,0,-0,0
0.33155778894472365,0,-0,-0,0,0,-0,0
0.33316582914572868,0,-0,-0,0,0,-0,0
0.3347738693467337,0,-0,-0,0,0,-0,0
0.33638190954773872,0,-0,-0,0,0,-0,0
0.33798994974874375,0,-0,-0,0,0,-0,0
0.33959798994974877,0,-0,-0,0,0,-0,0
0.34120603015075379,0,-0,-0,0,0,-0,0
